field,chinese_term,storage_table,source_endpoint,tushare_type,source_doc_id,unit_category,stored_unit,required_for_health_check,official_doc_path
c_recp_return_invest,取得投资收益收到的现金,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/44.md
n_cash_flows_fnc_act,筹资活动产生的现金流量净额,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",Y,.refs/tushare-docs/44.md
c_recp_borrow,取得借款收到的现金,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/44.md
c_prepay_amt_borr,偿还债务支付的现金,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/44.md
c_pay_dist_dpcp_int_exp,分配股利、利润或偿付利息支付的现金,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/44.md
c_recp_cap_contrib,吸收投资收到的现金,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/44.md
eff_fx_flu_cash,汇率变动对现金的影响,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/44.md
n_incr_cash_cash_equ,现金及现金等价物净增加额,raw_annual/raw_quarterly,cashflow,float,44,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/44.md
roe,净资产收益率,raw_annual,fina_indicator,float,79,percent,小数（原值÷100）,N,.refs/tushare-docs/79.md
roe_dt,净资产收益率(扣除非经常损益),raw_annual,fina_indicator,float,79,percent,小数（原值÷100）,N,.refs/tushare-docs/79.md
roa,总资产报酬率,raw_annual,fina_indicator,float,79,percent,小数（原值÷100）,N,.refs/tushare-docs/79.md
grossprofit_margin,销售毛利率,raw_annual,fina_indicator,float,79,percent,小数（原值÷100）,N,.refs/tushare-docs/79.md
netprofit_margin,销售净利率,raw_annual,fina_indicator,float,79,percent,小数（原值÷100）,N,.refs/tushare-docs/79.md
debt_to_assets,资产负债率,raw_annual,fina_indicator,float,79,percent,小数（原值÷100）,N,.refs/tushare-docs/79.md
current_ratio,流动比率,raw_annual,fina_indicator,float,79,ratio,原值直接存储,N,.refs/tushare-docs/79.md
ar_turn,应收账款周转率,raw_annual,fina_indicator,float,79,turnover_rate,天（365÷周转率）,N,.refs/tushare-docs/79.md
inv_turn,存货周转率,raw_annual,fina_indicator,float,79,turnover_rate,天（365÷周转率）,N,.refs/tushare-docs/79.md
profit_dedt,扣除非经常性损益后的净利润（扣非净利润）,raw_annual,fina_indicator,float,79,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/79.md
ebit,息税前利润,raw_annual,fina_indicator,float,79,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/79.md
ebitda,息税折旧摊销前利润,raw_annual,fina_indicator,float,79,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/79.md
total_share,总股本 （万股）,meta,daily_basic,float,32,daily_basic_share_10k,百万股（万股÷100）,Y,.refs/tushare-docs/32.md
float_share,流通股本 （万股）,meta,daily_basic,float,32,daily_basic_share_10k,百万股（万股÷100）,N,.refs/tushare-docs/32.md
total_mv,总市值 （万元）,meta,daily_basic,float,32,daily_basic_mv_10k_cny,百万元（万元÷100）,Y,.refs/tushare-docs/32.md
pe_ttm,市盈率（TTM，亏损的PE为空）,meta,daily_basic,float,32,ratio,原值直接存储,N,.refs/tushare-docs/32.md
pb,市净率（总市值/净资产）,meta,daily_basic,float,32,ratio,原值直接存储,N,.refs/tushare-docs/32.md
close,当日收盘价,meta,daily_basic,float,32,price,元/股（原值）,N,.refs/tushare-docs/32.md
